Verse,Transcription
Luk 24:38,فقال لهم ما بالكم مضطربين ولماذا تخطر افكار في قلوبكم.
Luk 24:39,انظروا يديّ ورجليّ اني انا هو. جسوني وانظروا فان الروح ليس له لحم وعظام كما ترون لي.
Luk 24:40,وحين قال هذا أراهم يديه ورجليه.
Luk 24:41,وبينما هم غير مصدقين من الفرح ومتعجبون قال لهم أعندكم ههنا طعام.
Luk 24:42,فناولوه جزءا من سمك مشوي وشيئا من شهد عسل.
Luk 24:43,فأخذ وأكل قدامهم
Luk 24:44,وقال لهم هذا هو الكلام الذي كلمتكم به وانا بعد معكم انه لا بد ان يتم جميع ما هو مكتوب عني في ناموس موسى والانبياء والمزامير.
Luk 24:45,حينئذ فتح ذهنهم ليفهموا الكتب.
Luk 24:46,وقال لهم هكذا هو مكتوب وهكذا كان ينبغي ان المسيح يتألم ويقوم من الاموات في اليوم الثالث.
Luk 24:47,وان يكرز باسمه بالتوبة ومغفرة الخطايا لجميع الامم مبتدأ من اورشليم.
Luk 24:48,وانتم شهود لذلك.
Luk 24:49,وها انا ارسل اليكم موعد ابي. فاقيموا في مدينة اورشليم الى ان تلبسوا قوة من الاعالي
Luk 24:50,واخرجهم خارجا الى بيت عنيا. ورفع يديه وباركهم.
Luk 24:51,وفيما هو يباركهم انفرد عنهم وأصعد الى السماء.
Luk 24:52,فسجدوا له ورجعوا الى اورشليم بفرح عظيم.
Luk 24:53,وكانوا كل حين في الهيكل يسبّحون ويباركون الله آمين
Joh 1:1,في البدء كان الكلمة والكلمة كان عند الله وكان الكلمة الله.
Joh 1:2,هذا كان في البدء عند الله.
Joh 1:3,كل شيء به كان وبغيره لم يكن شيء مما كان.
Joh 1:4,فيه كانت الحياة والحياة كانت نور الناس.
Joh 1:5,والنور يضيء في الظلمة والظلمة لم تدركه
Joh 1:6,كان انسان مرسل من الله اسمه يوحنا.
Joh 1:7,هذا جاء للشهادة ليشهد للنور لكي يؤمن الكل بواسطته.
Joh 1:8,لم يكن هو النور بل ليشهد للنور.
Joh 1:9,كان النور الحقيقي الذي ينير كل انسان آتيا الى العالم.
Joh 1:10,كان في العالم وكوّن العالم به ولم يعرفه العالم.
Joh 1:11,الى خاصته جاء وخاصته لم تقبله.
Joh 1:12,واما كل الذين قبلوه فاعطاهم سلطانا ان يصيروا اولاد الله اي المؤمنون باسمه.
Joh 1:13,الذين ولدوا ليس من دم ولا من مشيئة جسد ولا من مشيئة رجل بل من الله
Joh 1:14,والكلمة صار جسدا وحلّ بيننا ورأينا مجده مجدا كما لوحيد من الآب مملوءا نعمة وحقا.
Joh 1:15,يوحنا شهد له ونادى قائلا هذا هو الذي قلت عنه ان الذي يأتي بعدي صار قدامي لانه كان قبلي.
Joh 1:16,ومن ملئه نحن جميعا اخذنا. ونعمة فوق نعمة.
Joh 1:17,لان الناموس بموسى اعطي. اما النعمة والحق فبيسوع المسيح صارا.
Joh 1:18,الله لم يره احد قط. الابن الوحيد الذي هو في حضن الآب هو خبّر
Joh 1:19,وهذه هي شهادة يوحنا حين ارسل اليهود من اورشليم كهنة ولاويين ليسألوه من انت.
Joh 1:20,فاعترف ولم ينكر واقرّ اني لست انا المسيح.
Joh 1:21,فسألوه اذا ماذا. ايليا انت. فقال لست انا. النبي انت. فاجاب لا.
Joh 1:22,فقالوا له من انت لنعطي جوابا للذين ارسلونا. ماذا تقول عن نفسك.
Joh 1:23,قال انا صوت صارخ في البرية قوّموا طريق الرب كما قال اشعياء النبي.
Joh 1:24,وكان المرسلون من الفريسيين.
Joh 1:25,فسألوه وقالوا له فما بالك تعمّد ان كنت لست المسيح ولا ايليا ولا النبي.
Joh 1:26,اجابهم يوحنا قائلا انا اعمد بماء. ولكن في وسطكم قائم الذي لستم تعرفونه.
Joh 1:27,هو الذي يأتي بعدي الذي صار قدامي الذي لست بمستحق ان احل سيور حذائه.
Joh 1:28,هذا كان في بيت عبرة في عبر الاردن حيث كان يوحنا يعمد
Joh 1:29,وفي الغد نظر يوحنا يسوع مقبلا اليه فقال هوذا حمل الله الذي يرفع خطية العالم.
Joh 1:30,هذا هو الذي قلت عنه يأتي بعدي رجل صار قدامي لانه كان قبلي.
Joh 1:31,وانا لم اكن اعرفه. لكن ليظهر لاسرائيل لذلك جئت اعمد بالماء.
Joh 1:32,وشهد يوحنا قائلا اني قد رأيت الروح نازلا مثل حمامة من السماء فاستقر عليه.
Joh 1:33,وانا لم اكن اعرفه. لكن الذي ارسلني لاعمد بالماء ذاك قال لي الذي ترى الروح نازلا ومستقرا عليه فهذا هو الذي يعمد بالروح القدس.
Joh 1:34,وانا قد رأيت وشهدت ان هذا هو ابن الله
Joh 1:35,وفي الغد ايضا كان يوحنا واقفا هو واثنان من تلاميذه.
Joh 1:36,فنظر الى يسوع ماشيا فقال هوذا حمل الله.
Joh 1:37,فسمعه التلميذان يتكلم فتبعا يسوع.
Joh 1:38,فالتفت يسوع ونظرهما يتبعان فقال لهما ماذا تطلبان. فقالا ربي الذي تفسيره يا معلّم اين تمكث.
Joh 1:39,فقال لهما تعاليا وانظرا. فأتيا ونظرا اين كان يمكث ومكثا عنده ذلك اليوم. وكان نحو الساعة العاشرة.
Joh 1:40,كان اندراوس اخو سمعان بطرس واحدا من الاثنين اللذين سمعا يوحنا وتبعاه.
Joh 1:41,هذا وجد اولا اخاه سمعان فقال له قد وجدنا مسيا. الذي تفسيره المسيح.
Joh 1:42,فجاء به الى يسوع. فنظر اليه يسوع وقال انت سمعان بن يونا. انت تدعى صفا الذي تفسيره بطرس
Joh 1:43,في الغد اراد يسوع ان يخرج الى الجليل. فوجد فيلبس فقال له اتبعني.
Joh 1:44,وكان فيلبس من بيت صيدا من مدينة اندراوس وبطرس.
Joh 1:45,فيلبس وجد نثنائيل وقال له وجدنا الذي كتب عنه موسى في الناموس والانبياء يسوع ابن يوسف الذي من الناصرة.
Joh 1:46,فقال له نثنائيل أمن الناصرة يمكن ان يكون شيء صالح. قال له فيلبس تعال وانظر
Joh 1:47,ورأى يسوع نثنائيل مقبلا اليه فقال عنه هوذا اسرائيلي حقا لا غش فيه.
Joh 1:48,قال له نثنائيل من اين تعرفني. اجاب يسوع وقال له. قبل ان دعاك فيلبس وانت تحت التينة رأيتك.
Joh 1:49,اجاب نثنائيل وقال له يا معلّم انت ابن الله. انت ملك اسرائيل.
Joh 1:50,اجاب يسوع وقال له هل آمنت لاني قلت لك اني رأيتك تحت التينة. سوف ترى اعظم من هذا.
Joh 1:51,وقال له الحق الحق اقول لكم من الآن ترون السماء مفتوحة وملائكة الله يصعدون وينزلون على ابن الانسان
Joh 2:1,وفي اليوم الثالث كان عرس في قانا الجليل وكانت ام يسوع هناك.
Joh 2:2,ودعي ايضا يسوع وتلاميذه الى العرس.
Joh 2:3,ولما فرغت الخمر قالت ام يسوع له ليس لهم خمر.
Joh 2:4,قال لها يسوع ما لي ولك يا امرأة. لم تأت ساعتي بعد.
Joh 2:5,قالت امه للخدام مهما قال لكم فافعلوه.
Joh 2:6,وكانت ستة اجران من حجارة موضوعة هناك حسب تطهير اليهود يسع كل واحد مطرين او ثلاثة.
Joh 2:7,قال لهم يسوع املأوا الاجران ماء. فملأوها الى فوق.
Joh 2:8,ثم قال لهم استقوا الآن وقدموا الى رئيس المتكإ. فقدموا.
Joh 2:9,فلما ذاق رئيس المتكإ الماء المتحول خمرا ولم يكن يعلم من اين هي. لكن الخدام الذين كانوا قد استقوا الماء علموا. دعا رئيس المتكإ العريس
Joh 2:10,وقال له. كل انسان انما يضع الخمر الجيدة اولا ومتى سكروا فحينئذ الدون. اما انت فقد ابقيت الخمر الجيدة الى الآن.
Joh 2:11,هذه بداية الآيات فعلها يسوع في قانا الجليل واظهر مجده فآمن به تلاميذه
Joh 2:12,وبعد هذا انحدر الى كفرناحوم هو وامه واخوته وتلاميذه واقاموا هناك اياما ليست كثيرة.
Joh 2:13,وكان فصح اليهود قريبا فصعد يسوع الى اورشليم.
Joh 2:14,ووجد في الهيكل الذين كانوا يبيعون بقرا وغنما وحماما والصيارف جلوسا.
Joh 2:15,فصنع سوطا من حبال وطرد الجميع من الهيكل. الغنم والبقر وكب دراهم الصيارف وقلب موائدهم.
Joh 2:16,وقال لباعة الحمام ارفعوا هذه من ههنا. لا تجعلوا بيت ابي بيت تجارة.
Joh 2:17,فتذكر تلاميذه انه مكتوب غيرة بيتك اكلتني
Joh 2:18,فاجاب اليهود وقالوا له ايّة آية ترينا حتى تفعل هذا.
Joh 2:19,اجاب يسوع وقال لهم انقضوا هذا الهيكل وفي ثلاثة ايام اقيمه.
Joh 2:20,فقال اليهود في ست واربعين سنة بني هذا الهيكل أفانت في ثلاثة ايام تقيمه.
Joh 2:21,واما هو فكان يقول عن هيكل جسده.
Joh 2:22,فلما قام من الاموات تذكر تلاميذه انه قال هذا فآمنوا بالكتاب والكلام الذي قاله يسوع
Joh 2:23,ولما كان في اورشليم في عيد الفصح آمن كثيرون باسمه اذ رأوا الآيات التي صنع.
Joh 2:24,لكن يسوع لم يأتمنهم على نفسه لانه كان يعرف الجميع.
Joh 2:25,ولانه لم يكن محتاجا ان يشهد احد عن الانسان لانه علم ما كان في الانسان
Joh 3:1,كان انسان من الفريسيين اسمه نيقوديموس رئيس لليهود.
Joh 3:2,هذا جاء الى يسوع ليلا وقال له يا معلّم نعلم انك قد أتيت من الله معلّما لان ليس احد يقدر ان يعمل هذه الآيات التي انت تعمل ان لم يكن الله معه.
Joh 3:3,اجاب يسوع وقال له الحق الحق اقول لك ان كان احد لا يولد من فوق لا يقدر ان يرى ملكوت الله.
Joh 3:4,قال له نيقوديموس كيف يمكن الانسان ان يولد وهو شيخ. ألعله يقدر ان يدخل بطن امه ثانية ويولد.
